t_code_units,ps
-8.798000000000000398e+01,-5.790948796806200249e+01
-8.795999999999999375e+01,-5.789632372892399559e+01
-8.793999999999999773e+01,-5.788315948978599579e+01
-8.792000000000000171e+01,-5.786999525064800309e+01
-8.790000000000000568e+01,-5.785683101151000329e+01
-8.787999999999999545e+01,-5.784366677237199639e+01
-8.785999999999999943e+01,-5.783050253323400369e+01
-8.784000000000000341e+01,-5.781733829409600389e+01
-8.781999999999999318e+01,-5.780417405495799699e+01
-8.779999999999999716e+01,-5.779100981581999719e+01
-8.778000000000000114e+01,-5.777784557668200449e+01
-8.776000000000000512e+01,-5.776468133754400469e+01
-8.773999999999999488e+01,-5.775151709840599779e+01
-8.771999999999999886e+01,-5.773835285926799799e+01
-8.770000000000000284e+01,-5.772518862013000529e+01
