tau_code_units,ps
-8.800000000000000000e+01,-5.792265220720000229e+01
-8.789999999999999147e+01,-5.785683101150999619e+01
-8.779999999999999716e+01,-5.779100981581999719e+01
-8.770000000000000284e+01,-5.772518862013000529e+01
-8.759999999999999432e+01,-5.765936742443999918e+01
-8.750000000000000000e+01,-5.759354622875000018e+01
-8.739999999999999147e+01,-5.752772503305999408e+01
-8.729999999999999716e+01,-5.746190383737000218e+01
-8.720000000000000284e+01,-5.739608264168000318e+01
-8.709999999999999432e+01,-5.733026144598999707e+01
-8.700000000000000000e+01,-5.726444025029999807e+01
-8.689999999999999147e+01,-5.719861905460999196e+01
-8.679999999999999716e+01,-5.713279785892000007e+01
-8.670000000000000284e+01,-5.706697666323000107e+01
-8.659999999999999432e+01,-5.700115546753999496e+01
-8.650000000000000000e+01,-5.693533427185000306e+01
-8.639999999999999147e+01,-5.686951307615999696e+01
-8.629999999999999716e+01,-5.680369188046999795e+01
-8.620000000000000284e+01,-5.673787068477999895e+01
-8.609999999999999432e+01,-5.667204948908999995e+01
-8.600000000000000000e+01,-5.660622829340000095e+01
-8.589999999999999147e+01,-5.654040709770999484e+01
-8.579999999999999716e+01,-5.647458590201999584e+01
-8.570000000000000284e+01,-5.640876470633000395e+01
-8.559999999999999432e+01,-5.634294351063999784e+01
-8.550000000000000000e+01,-5.627712231494999884e+01
-8.539999999999999147e+01,-5.621130111925999273e+01
-8.529999999999999716e+01,-5.614547992357000084e+01
-8.520000000000000284e+01,-5.607965872788000183e+01
-8.509999999999999432e+01,-5.601383753218999573e+01
-8.500000000000000000e+01,-5.594801633650000383e+01
-8.489999999999999147e+01,-5.588219514080999772e+01
-8.479999999999999716e+01,-5.581637394511999872e+01
-8.470000000000000284e+01,-5.575055274942999972e+01
-8.459999999999999432e+01,-5.568473155373999361e+01
-8.450000000000000000e+01,-5.561891035805000172e+01
-8.439999999999999147e+01,-5.555308916235999561e+01
-8.429999999999999716e+01,-5.548726796666999661e+01
-8.420000000000000284e+01,-5.542144677098000471e+01
-8.409999999999999432e+01,-5.535562557528999861e+01
-8.400000000000000000e+01,-5.528980437959999961e+01
-8.389999999999999147e+01,-5.522398318390999350e+01
-8.379999999999999716e+01,-5.515816198822000160e+01
-8.370000000000000284e+01,-5.509234079253000260e+01
-8.359999999999999432e+01,-5.502651959683999650e+01
-8.350000000000000000e+01,-5.496069840114999749e+01
-8.339999999999999147e+01,-5.489487720545999139e+01
-8.329999999999999716e+01,-5.482905600976999949e+01
-8.320000000000000284e+01,-5.476323481408000049e+01
-8.309999999999999432e+01,-5.469741361838999438e+01
-8.300000000000000000e+01,-5.463159242270000249e+01
-8.289999999999999147e+01,-5.456577122700999638e+01
-8.279999999999999716e+01,-5.449995003131999738e+01
-8.270000000000000284e+01,-5.443412883563000548e+01
-8.259999999999999432e+01,-5.436830763993999938e+01
-8.250000000000000000e+01,-5.430248644425000037e+01
-8.239999999999999147e+01,-5.423666524855999427e+01
-8.229999999999999716e+01,-5.417084405286999527e+01
-8.220000000000000284e+01,-5.410502285718000337e+01
-8.209999999999999432e+01,-5.403920166148999726e+01
-8.200000000000000000e+01,-5.397338046579999826e+01
-8.189999999999999147e+01,-5.390755927010999216e+01
-8.179999999999999716e+01,-5.384173807442000026e+01
-8.170000000000000284e+01,-5.377591687873000126e+01
-8.159999999999999432e+01,-5.371009568303999515e+01
-8.150000000000000000e+01,-5.364427448735000326e+01
-8.139999999999999147e+01,-5.357845329165999715e+01
-8.129999999999999716e+01,-5.351263209596999815e+01
-8.120000000000000284e+01,-5.344681090027999915e+01
-8.109999999999999432e+01,-5.338098970459000014e+01
-8.100000000000000000e+01,-5.331516850890000114e+01
-8.089999999999999147e+01,-5.324934731320999504e+01
-8.079999999999999716e+01,-5.318352611751999603e+01
-8.070000000000000284e+01,-5.311770492183000414e+01
-8.059999999999999432e+01,-5.305188372613999803e+01
-8.050000000000000000e+01,-5.298606253044999903e+01
-8.039999999999999147e+01,-5.292024133475999292e+01
-8.029999999999999716e+01,-5.285442013907000103e+01
-8.020000000000000284e+01,-5.278859894338000203e+01
-8.009999999999999432e+01,-5.272277774768999592e+01
-8.000000000000000000e+01,-5.265695655199999692e+01
-7.989999999999999147e+01,-5.259113535630999792e+01
-7.979999999999999716e+01,-5.252531416061999892e+01
-7.970000000000000284e+01,-5.245949296492999991e+01
-7.959999999999999432e+01,-5.239367176923999381e+01
-7.950000000000000000e+01,-5.232785057355000191e+01
-7.939999999999999147e+01,-5.226202937785999580e+01
-7.929999999999999716e+01,-5.219620818216999680e+01
-7.920000000000000284e+01,-5.213038698648000491e+01
-7.909999999999999432e+01,-5.206456579078999880e+01
-7.900000000000000000e+01,-5.199874459509999980e+01
-7.889999999999999147e+01,-5.193292339940999369e+01
