t_code_units,ps
9.832000000000000739e+01,6.471539960240799871e+01
9.842000000000000171e+01,6.478122079809800482e+01
9.852000000000001023e+01,6.484704199378801093e+01
9.862000000000000455e+01,6.491286318947800282e+01
9.871999999999999886e+01,6.497868438516799472e+01
9.882000000000000739e+01,6.504450558085800083e+01
9.892000000000000171e+01,6.511032677654800693e+01
9.902000000000001023e+01,6.517614797223801304e+01
9.912000000000000455e+01,6.524196916792800494e+01
9.921999999999999886e+01,6.530779036361799683e+01
9.932000000000000739e+01,6.537361155930800294e+01
9.942000000000000171e+01,6.543943275499799483e+01
9.952000000000001023e+01,6.550525395068800094e+01
9.962000000000000455e+01,6.557107514637800705e+01
9.971999999999999886e+01,6.563689634206799894e+01
9.982000000000000739e+01,6.570271753775800505e+01
9.992000000000000171e+01,6.576853873344799695e+01
1.000200000000000102e+02,6.583435992913800305e+01
1.001200000000000045e+02,6.590018112482800916e+01
1.002199999999999989e+02,6.596600232051800106e+01
1.003200000000000074e+02,6.603182351620800716e+01
1.004200000000000017e+02,6.609764471189799906e+01
1.005200000000000102e+02,6.616346590758800517e+01
1.006200000000000045e+02,6.622928710327799706e+01
1.007199999999999989e+02,6.629510829896800317e+01
1.008200000000000074e+02,6.636092949465800928e+01
1.009200000000000017e+02,6.642675069034800117e+01
1.010200000000000102e+02,6.649257188603800728e+01
1.011200000000000045e+02,6.655839308172799917e+01
1.012199999999999989e+02,6.662421427741800528e+01
1.013200000000000074e+02,6.669003547310801139e+01
1.014200000000000017e+02,6.675585666879800328e+01
1.015200000000000102e+02,6.682167786448800939e+01
1.016200000000000045e+02,6.688749906017800129e+01
1.017199999999999989e+02,6.695332025586799318e+01
1.018200000000000074e+02,6.701914145155799929e+01
1.019200000000000017e+02,6.708496264724800540e+01
1.020200000000000102e+02,6.715078384293801150e+01
1.021200000000000045e+02,6.721660503862800340e+01
1.022199999999999989e+02,6.728242623431799529e+01
1.023200000000000074e+02,6.734824743000800140e+01
1.024200000000000017e+02,6.741406862569800751e+01
1.025200000000000102e+02,6.747988982138801362e+01
1.026200000000000045e+02,6.754571101707800551e+01
1.027199999999999989e+02,6.761153221276799741e+01
1.028200000000000074e+02,6.767735340845800351e+01
1.029200000000000017e+02,6.774317460414799541e+01
1.030200000000000102e+02,6.780899579983800152e+01
1.031200000000000045e+02,6.787481699552800762e+01
1.032199999999999989e+02,6.794063819121799952e+01
1.033200000000000074e+02,6.800645938690800563e+01
1.034200000000000017e+02,6.807228058259799752e+01
1.035200000000000102e+02,6.813810177828800363e+01
1.036200000000000045e+02,6.820392297397800974e+01
1.037199999999999989e+02,6.826974416966800163e+01
1.038200000000000074e+02,6.833556536535800774e+01
